OTU,Sample,Abundance,date,location,carbon,timepoint,air_temp,Kingdom,Phylum,Class,Order,Family,Genus,Species
0528c8d6cf081ba719cf96cb550150fb,T31,0,11/8/2021,test,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T8,0,6/1/2021,test,y,85,66,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T5,0,5/13/2021,test,y,66,57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,RAS9,0,11/15/2021,ras,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T22,0,9/7/2021,test,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T32,0,11/15/2021,test,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T29,0,10/26/2021,test,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,RAS10,0,12/13/2021,ras,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T14,0,7/12/2021,test,n,126,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T23,0,9/13/2021,test,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T20,0,8/23/2021,test,n,168,79,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C2,0,9/13/2021,control,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T35,0,12/13/2021,test,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T15,0,7/19/2021,test,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T9,0,6/7/2021,test,y,91,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T6,0,5/17/2021,test,y,70,64,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T1,0,3/8/2021,test,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T36,0,1/12/2022,test,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T33,0,11/22/2021,test,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,T3,0,4/26/2021,test,n,49,61,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,RAS11,0,1/12/2022,ras,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C4,0,9/27/2021,control,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C5,0,10/4/2021,control,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C6,0,10/11/2021,control,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C3,0,9/21/2021,control,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C11,0,11/15/2021,control,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C12,0,11/22/2021,control,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C1,0,9/7/2021,control,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C8,0,10/26/2021,control,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C7,0,10/18/2021,control,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C14,0,12/6/2021,control,y,273,29,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
0528c8d6cf081ba719cf96cb550150fb,C13,0,11/29/2021,control,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_1978
2cdfd4eb9f47e15fc6518f62e3b61ea6,T5,0,5/13/2021,test,y,66,57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T4,0,5/3/2021,test,y,56,63,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T9,0,6/7/2021,test,y,91,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T6,0,5/17/2021,test,y,70,64,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T7,0,5/24/2021,test,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T8,0,6/1/2021,test,y,85,66,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T33,0,11/22/2021,test,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS4,0,6/21/2021,ras,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS11,0,1/12/2022,ras,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C9,0,11/1/2021,control,y,238,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T24,0,9/21/2021,test,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C6,0,10/11/2021,control,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C3,0,9/21/2021,control,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C15,0,12/13/2021,control,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T16,0,7/26/2021,test,n,140,83,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C12,0,11/22/2021,control,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C1,0,9/7/2021,control,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T10,0,6/14/2021,test,y,98,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS1,0,3/8/2021,ras,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T34,0,11/29/2021,test,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS5,0,7/19/2021,ras,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS2,0,4/19/2021,ras,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C16,0,1/12/2022,control,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T25,0,9/27/2021,test,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C7,0,10/18/2021,control,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C4,0,9/27/2021,control,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T11,0,6/21/2021,test,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T17,0,8/2/2021,test,n,147,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C13,0,11/29/2021,control,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C10,0,11/8/2021,control,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS3,0,5/24/2021,ras,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS10,0,12/13/2021,ras,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T35,0,12/13/2021,test,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS6,0,8/16/2021,ras,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C5,0,10/4/2021,control,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C2,0,9/13/2021,control,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T26,0,10/4/2021,test,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C8,0,10/26/2021,control,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C11,0,11/15/2021,control,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T12,0,6/28/2021,test,n,112,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T18,0,8/9/2021,test,n,154,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,C14,0,12/6/2021,control,y,273,29,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS7,0,9/7/2021,ras,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS8,0,10/18/2021,ras,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T3,0,4/26/2021,test,n,49,61,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T36,0,1/12/2022,test,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T28,0,10/18/2021,test,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T29,0,10/26/2021,test,y,232,50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T21,0,8/30/2021,test,n,175,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T27,0,10/11/2021,test,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T2,0,4/19/2021,test,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T20,0,8/23/2021,test,n,168,79,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T13,0,7/6/2021,test,n,120,84,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T19,0,8/16/2021,test,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T32,0,11/15/2021,test,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,RAS9,0,11/15/2021,ras,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T31,0,11/8/2021,test,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T23,0,9/13/2021,test,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T22,0,9/7/2021,test,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T15,0,7/19/2021,test,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2cdfd4eb9f47e15fc6518f62e3b61ea6,T14,0,7/12/2021,test,n,126,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C9,0,11/1/2021,control,y,238,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T4,0,5/3/2021,test,y,56,63,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C15,0,12/13/2021,control,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS1,0,3/8/2021,ras,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS11,0,1/12/2022,ras,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T10,0,6/14/2021,test,y,98,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C16,0,1/12/2022,control,y,310,37,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS8,0,10/18/2021,ras,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C3,0,9/21/2021,control,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS2,0,4/19/2021,ras,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T11,0,6/21/2021,test,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T5,0,5/13/2021,test,y,66,57,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C1,0,9/7/2021,control,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C4,0,9/27/2021,control,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS3,0,5/24/2021,ras,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS10,0,12/13/2021,ras,y,280,42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS5,0,7/19/2021,ras,n,133,76,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C5,0,10/4/2021,control,y,210,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C2,0,9/13/2021,control,y,189,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS9,0,11/15/2021,ras,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS6,0,8/16/2021,ras,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C11,0,11/15/2021,control,y,252,34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T12,0,6/28/2021,test,n,112,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T6,0,5/17/2021,test,y,70,64,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T1,0,3/8/2021,test,n,0,54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS7,0,9/7/2021,ras,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,RAS4,0,6/21/2021,ras,n,105,68,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T3,0,4/26/2021,test,n,49,61,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T27,0,10/11/2021,test,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T24,0,9/21/2021,test,y,197,67,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C6,0,10/11/2021,control,y,217,70,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T21,0,8/30/2021,test,n,175,77,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T19,0,8/16/2021,test,n,161,73,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T16,0,7/26/2021,test,n,140,83,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C12,0,11/22/2021,control,y,259,30,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T13,0,7/6/2021,test,n,120,84,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T7,0,5/24/2021,test,y,77,74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T28,0,10/18/2021,test,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T25,0,9/27/2021,test,y,203,72,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T34,0,11/29/2021,test,y,266,35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T31,0,11/8/2021,test,y,245,56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T2,0,4/19/2021,test,n,42,47,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T17,0,8/2/2021,test,n,147,71,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,C7,0,10/18/2021,control,y,224,60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
2feeff5df84be3663d48db014a1c9ac8,T22,0,9/7/2021,test,y,183,75,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
